Main data: 
1,6,6,6,6,6,6,6,3,0,0,0,0,0,0,0,0,0,time,03:40:59.358Z,03:40:59.449Z,03:40:59.551Z,03:40:59.664Z,03:40:59.771Z,03:40:59.895Z,03:41:00.033Z,03:41:00.190Z,03:41:00.357Z,03:41:00.510Z,03:41:00.720Z,03:41:00.899Z,03:41:01.119Z,03:41:01.320Z,03:41:01.549Z,03:41:01.781Z,03:41:02.052Z,target,7,03:41:02.116Z,Human
2,0,7,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,time,03:41:02.360Z,03:41:02.438Z,03:41:02.528Z,03:41:02.627Z,03:41:02.737Z,03:41:02.851Z,03:41:02.967Z,03:41:03.086Z,03:41:03.221Z,03:41:03.359Z,03:41:03.504Z,03:41:03.645Z,03:41:03.792Z,03:41:03.950Z,03:41:04.126Z,03:41:04.295Z,03:41:04.462Z,03:41:04.647Z,03:41:04.854Z,target,8,03:41:04.917Z,Human
3,8,8,8,8,8,8,5,5,5,1,1,1,1,1,1,1,1,0,0,0,time,03:41:05.062Z,03:41:05.130Z,03:41:05.207Z,03:41:05.288Z,03:41:05.378Z,03:41:05.482Z,03:41:05.585Z,03:41:05.701Z,03:41:05.818Z,03:41:05.934Z,03:41:06.057Z,03:41:06.208Z,03:41:06.351Z,03:41:06.504Z,03:41:06.661Z,03:41:06.820Z,03:41:06.986Z,03:41:07.170Z,03:41:07.349Z,03:41:07.553Z,target,6,03:41:07.619Z,Human
4,3,6,6,6,6,6,3,3,3,3,3,0,0,0,0,0,0,0,0,0,time,03:41:07.762Z,03:41:07.836Z,03:41:07.918Z,03:41:08.004Z,03:41:08.095Z,03:41:08.186Z,03:41:08.283Z,03:41:08.387Z,03:41:08.493Z,03:41:08.608Z,03:41:08.742Z,03:41:08.867Z,03:41:09.009Z,03:41:09.138Z,03:41:09.281Z,03:41:09.431Z,03:41:09.580Z,03:41:09.741Z,03:41:09.904Z,03:41:10.092Z,target,7,03:41:10.147Z,Human
5,7,7,7,7,7,7,7,6,6,6,1,1,1,1,1,1,1,1,0,time,03:41:10.275Z,03:41:10.337Z,03:41:10.412Z,03:41:10.493Z,03:41:10.574Z,03:41:10.673Z,03:41:10.773Z,03:41:10.883Z,03:41:10.996Z,03:41:11.110Z,03:41:11.235Z,03:41:11.367Z,03:41:11.504Z,03:41:11.644Z,03:41:11.787Z,03:41:11.940Z,03:41:12.101Z,03:41:12.266Z,03:41:12.445Z,target,6,03:41:12.642Z,Human
6,3,6,6,6,6,6,6,6,6,3,3,3,0,0,0,0,0,0,time,03:41:12.644Z,03:41:12.742Z,03:41:12.810Z,03:41:12.886Z,03:41:12.967Z,03:41:13.057Z,03:41:13.158Z,03:41:13.259Z,03:41:13.370Z,03:41:13.478Z,03:41:13.601Z,03:41:13.738Z,03:41:13.868Z,03:41:14.003Z,03:41:14.152Z,03:41:14.304Z,03:41:14.470Z,03:41:14.630Z,target,4,03:41:14.759Z,Human
7,0,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,time,03:41:14.808Z,03:41:14.865Z,03:41:14.933Z,03:41:15.002Z,03:41:15.081Z,03:41:15.168Z,03:41:15.262Z,03:41:15.365Z,03:41:15.476Z,03:41:15.586Z,03:41:15.710Z,03:41:15.836Z,03:41:15.967Z,03:41:16.107Z,03:41:16.249Z,03:41:16.397Z,03:41:16.546Z,03:41:16.702Z,03:41:16.873Z,03:41:17.043Z,target,4,03:41:17.146Z,Human
8,0,4,4,4,4,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,time,03:41:17.228Z,03:41:17.296Z,03:41:17.381Z,03:41:17.460Z,03:41:17.546Z,03:41:17.641Z,03:41:17.734Z,03:41:17.845Z,03:41:17.954Z,03:41:18.067Z,03:41:18.190Z,03:41:18.327Z,03:41:18.466Z,03:41:18.616Z,03:41:18.760Z,03:41:18.907Z,03:41:19.062Z,03:41:19.231Z,03:41:19.399Z,03:41:19.578Z,target,5,03:41:19.769Z,Human
9,1,5,5,5,5,5,5,5,2,1,1,1,1,0,0,0,0,0,0,0,0,8,time,03:41:19.778Z,03:41:19.873Z,03:41:19.933Z,03:41:20.005Z,03:41:20.084Z,03:41:20.175Z,03:41:20.270Z,03:41:20.364Z,03:41:20.467Z,03:41:20.582Z,03:41:20.705Z,03:41:20.818Z,03:41:20.948Z,03:41:21.088Z,03:41:21.233Z,03:41:21.372Z,03:41:21.515Z,03:41:21.667Z,03:41:21.829Z,03:41:21.996Z,03:41:22.168Z,03:41:22.351Z,target,8,03:41:22.388Z,AI
10,8,8,8,8,8,8,8,8,4,1,1,0,0,0,0,0,0,0,0,time,03:41:22.551Z,03:41:22.664Z,03:41:22.746Z,03:41:22.837Z,03:41:22.938Z,03:41:23.031Z,03:41:23.138Z,03:41:23.249Z,03:41:23.361Z,03:41:23.486Z,03:41:23.610Z,03:41:23.768Z,03:41:23.924Z,03:41:24.071Z,03:41:24.211Z,03:41:24.375Z,03:41:24.544Z,03:41:24.717Z,03:41:24.898Z,target,7,03:41:25.050Z,Human
