data: 
-0.02933051,1.050199,0.06339623,-0.04891521,1.070759,0.08123744,-0.06083168,1.087877,0.1038038,-0.0613275,1.094179,0.1256974,-0.01039946,1.095361,0.08500293,-0.0129862,1.114198,0.1170038,-0.01537383,1.123419,0.1404575,-0.01782183,1.12872,0.1592297,0.009153843,1.08661,0.0886348,0.01707673,1.118353,0.1200025,0.01844695,1.13475,0.1429936,0.01763645,1.14534,0.1603617,0.02202365,1.076299,0.09258157,0.03599441,1.106359,0.1187872,0.04196998,1.120748,0.1374616,0.0449083,1.130703,0.1529662,0.03185685,1.062526,0.09401082,0.04501106,1.078762,0.1116045,0.05060035,1.089424,0.1277059,0.05163112,1.096354,0.1404964,0.003755242,1.071506,0.08144502,
-0.02942118,1.050046,0.06438997,-0.04894335,1.070672,0.08218627,-0.06084426,1.087842,0.104688,-0.06139699,1.09418,0.1265318,-0.01046102,1.095201,0.08596915,-0.01307541,1.114009,0.1179649,-0.01550388,1.123199,0.1414151,-0.01799473,1.128474,0.160183,0.009069368,1.086421,0.08965594,0.01695758,1.118168,0.1209795,0.01827468,1.134573,0.1439475,0.01742499,1.145163,0.1612915,0.02191193,1.076093,0.09364702,0.03587827,1.106179,0.1197922,0.04183,1.120598,0.1384342,0.04474609,1.130583,0.1539012,0.03171445,1.062303,0.09512179,0.04487093,1.078548,0.1126963,0.05045483,1.089225,0.1287781,0.05148782,1.096168,0.1415504,0.003660172,1.071316,0.08247882,
-0.02949604,1.050005,0.06559248,-0.04899981,1.070676,0.08326892,-0.0609365,1.087889,0.1056582,-0.06154343,1.094263,0.1274449,-0.01056436,1.095181,0.08714702,-0.01324286,1.113904,0.119141,-0.01571269,1.123049,0.142581,-0.0182346,1.128297,0.1613525,0.008939311,1.086393,0.09091251,0.01674978,1.118101,0.1221965,0.01801488,1.134485,0.1451447,0.01712979,1.145047,0.1624593,0.02175082,1.07606,0.09496658,0.03559805,1.106147,0.1211116,0.04144074,1.120557,0.1397697,0.04425482,1.130523,0.1552463,0.03153788,1.062262,0.09649531,0.04468763,1.07853,0.1140371,0.05027615,1.089233,0.1300979,0.05132121,1.096211,0.1428469,0.003543288,1.071277,0.08374614,
-0.02926237,1.050087,0.06639808,-0.04875632,1.070802,0.0839839,-0.06071201,1.088053,0.1063006,-0.06134277,1.09445,0.1280712,-0.01035228,1.095277,0.08795127,-0.01305947,1.113934,0.119972,-0.01554447,1.123011,0.143435,-0.01807826,1.128188,0.1622372,0.009135246,1.086489,0.09174992,0.01690143,1.118201,0.1230166,0.01813318,1.134586,0.1459666,0.01721989,1.145135,0.1632761,0.02193065,1.076157,0.09583335,0.03573394,1.106235,0.122025,0.04154219,1.120619,0.1407431,0.04431425,1.130543,0.1562573,0.03170952,1.062358,0.09738626,0.04486522,1.078646,0.1149157,0.0504625,1.089368,0.1309757,0.05151391,1.096363,0.1437264,0.003748477,1.071365,0.08458801,
-0.02913575,1.050224,0.06760509,-0.04862186,1.070979,0.08508036,-0.06062189,1.08825,0.1072974,-0.06131358,1.094659,0.1290104,-0.01025318,1.095417,0.08918615,-0.01305249,1.114038,0.121222,-0.01562367,1.123084,0.1446916,-0.01823365,1.128234,0.1634985,0.009209052,1.086616,0.09306063,0.01690215,1.118325,0.1243178,0.01809442,1.134719,0.1472557,0.01715425,1.145269,0.1645428,0.0219721,1.076276,0.09719673,0.03569151,1.106335,0.1234738,0.04142876,1.120678,0.1422489,0.04413046,1.130556,0.1577876,0.0317238,1.062469,0.09879757,0.0449006,1.078781,0.1163058,0.05051675,1.089548,0.132364,0.05158995,1.096598,0.1451199,0.0038293,1.071487,0.08589405,
-0.02914147,1.050409,0.06851089,-0.04861394,1.071212,0.08590937,-0.06062062,1.088511,0.1080928,-0.06132858,1.094923,0.1298163,-0.0102656,1.095625,0.09003781,-0.01310533,1.114219,0.1221065,-0.0157268,1.123215,0.145584,-0.0183832,1.128311,0.1643838,0.009172305,1.08681,0.09399687,0.0168491,1.118491,0.1252629,0.01803896,1.134868,0.1482029,0.01709238,1.1454,0.1654865,0.02190581,1.076463,0.09818991,0.03557113,1.106533,0.1244909,0.04126357,1.120871,0.1432715,0.04392456,1.130753,0.1588062,0.03163227,1.062647,0.09984596,0.04481341,1.079016,0.1173227,0.05045342,1.089858,0.1333707,0.05154815,1.096979,0.1461278,0.003793672,1.071673,0.08684376,
-0.02904937,1.050689,0.06990846,-0.04851186,1.071526,0.08727753,-0.06052729,1.08884,0.1094532,-0.06125938,1.095244,0.1311858,-0.01017888,1.095938,0.09137452,-0.01309653,1.114537,0.1234298,-0.01578815,1.123537,0.1469077,-0.01850711,1.128634,0.1657136,0.009229377,1.087101,0.09543237,0.01693243,1.118752,0.1267012,0.01812637,1.135108,0.1496512,0.01717244,1.145612,0.1669491,0.02192585,1.076744,0.09969823,0.03555687,1.106829,0.1260058,0.04121795,1.121167,0.1447969,0.04383144,1.131057,0.1603454,0.03161685,1.062915,0.1014232,0.04480606,1.079346,0.1188623,0.05047272,1.09027,0.1348931,0.05158211,1.097487,0.1476483,0.003849134,1.071953,0.08829945,
-0.02890962,1.050999,0.07139549,-0.04834793,1.071884,0.08862828,-0.06035792,1.089228,0.1107003,-0.06112254,1.095628,0.1324,-0.0100217,1.096278,0.0927833,-0.01298834,1.114861,0.1248553,-0.01576774,1.123771,0.1483653,-0.0185942,1.128724,0.1671708,0.00935176,1.087406,0.09693368,0.01704468,1.119011,0.1282239,0.01816988,1.135302,0.1512432,0.01709913,1.145723,0.168594,0.02200866,1.077028,0.1012768,0.03560412,1.107188,0.1275413,0.04121929,1.121576,0.1463116,0.04377756,1.131513,0.1618407,0.03165671,1.063179,0.1030757,0.0448298,1.079683,0.1204678,0.05049616,1.090709,0.1364742,0.05159833,1.098015,0.1492137,0.003962398,1.072245,0.08983126,
-0.0287637,1.051736,0.07374232,-0.04818405,1.072694,0.09073884,-0.06019548,1.090073,0.1126333,-0.06097215,1.096446,0.1342536,-0.00982061,1.097064,0.09501559,-0.0128478,1.115658,0.1271032,-0.01570234,1.124457,0.150634,-0.0186104,1.129264,0.1694645,0.009485692,1.088147,0.09927266,0.01716223,1.119796,0.1305211,0.01819749,1.136098,0.1535528,0.0170197,1.146506,0.170902,0.02208078,1.077749,0.103714,0.03567374,1.107961,0.1299472,0.04126133,1.122355,0.1487219,0.04378362,1.132292,0.1642513,0.03166381,1.063878,0.10561,0.0448374,1.080497,0.1229366,0.05050808,1.091665,0.1388972,0.05159768,1.099106,0.1516132,0.004075453,1.072964,0.09221963,
-0.02851351,1.052049,0.07494701,-0.04794805,1.073023,0.09185893,-0.05997606,1.090397,0.1137157,-0.06076433,1.09674,0.1353307,-0.009574682,1.097401,0.09620605,-0.01265987,1.116037,0.1282662,-0.01560088,1.124827,0.1518177,-0.01859368,1.129622,0.1706544,0.009698525,1.088473,0.1005271,0.01737683,1.120109,0.1317862,0.01840866,1.136367,0.1548756,0.0172163,1.146721,0.1722556,0.02225721,1.07807,0.105019,0.03587924,1.108308,0.1312317,0.04149218,1.122709,0.1500009,0.04402438,1.132658,0.1655265,0.03181213,1.064191,0.1069683,0.04494596,1.080876,0.1242716,0.0506032,1.092123,0.140218,0.05166596,1.099649,0.1529422,0.004284263,1.073278,0.09348696,
