data: 
218.5430.1150623,1.160036,0.1863935,0.09237996,1.174486,0.2044999,0.07356814,1.187372,0.2221445,0.06197606,1.196957,0.238819,0.1062272,1.205349,0.2146467,0.09357394,1.22833,0.2459132,0.08488841,1.241885,0.2680371,0.07819095,1.250605,0.2854037,0.1269688,1.207588,0.2199768,0.113241,1.240919,0.2539969,0.1036089,1.259963,0.2769478,0.09590079,1.273308,0.2947437,0.1429879,1.205201,0.2247759,0.1347655,1.236843,0.2572818,0.1288944,1.252257,0.278932,0.1229795,1.263481,0.2961295,0.1587232,1.198755,0.2260903,0.1601572,1.219335,0.2492225,0.1583277,1.23103,0.2694489,0.1545541,1.237918,0.2855023,0.1309094,1.193071,0.2106274,
218.55560.1149668,1.159815,0.1858542,0.09232148,1.174239,0.2040491,0.07352338,1.187073,0.2217131,0.06192734,1.196637,0.238374,0.1062606,1.205084,0.214222,0.0936005,1.228073,0.2454781,0.08493024,1.241668,0.2675519,0.07824282,1.250452,0.2848886,0.1270132,1.207291,0.2195089,0.113325,1.240589,0.2535712,0.1037344,1.259636,0.2765037,0.09605193,1.272996,0.2942879,0.1430364,1.204873,0.2242584,0.1349316,1.236452,0.2568421,0.1291389,1.251825,0.2785329,0.1232713,1.263008,0.2957621,0.1587637,1.1984,0.2255228,0.1602006,1.218891,0.2486957,0.1583621,1.230534,0.2689382,0.1545764,1.237385,0.2849853,0.1309109,1.192783,0.2101185,
218.57330.1147738,1.159801,0.1855137,0.09212648,1.174211,0.2037318,0.0733112,1.187012,0.2213882,0.06168921,1.196554,0.2380378,0.1060919,1.205041,0.2139412,0.09343127,1.228015,0.2451863,0.08476584,1.241606,0.2672467,0.0780783,1.250387,0.2845753,0.1268398,1.207228,0.2192375,0.1131983,1.240504,0.2533022,0.1036469,1.259551,0.2762249,0.09598393,1.272915,0.2939985,0.1428569,1.204792,0.2239818,0.1348315,1.236301,0.2565997,0.1290772,1.251625,0.2783105,0.1232238,1.262749,0.2955488,0.1585784,1.198305,0.2252367,0.1599831,1.218722,0.2484295,0.1581098,1.230315,0.2686694,0.154287,1.237123,0.2846941,0.130729,1.192727,0.2098247,
218.58470.1145012,1.159753,0.1849691,0.09185907,1.174141,0.2032327,0.07303523,1.186911,0.220905,0.06139732,1.19643,0.2375528,0.1058359,1.204943,0.2134833,0.09319161,1.227912,0.2447232,0.08453327,1.241504,0.2667713,0.07784601,1.250285,0.2840977,0.1265798,1.20711,0.2187886,0.1129746,1.240371,0.2528709,0.1034442,1.259418,0.2757996,0.09578939,1.272783,0.2935811,0.1425922,1.204655,0.2235271,0.134658,1.236107,0.2561963,0.128945,1.251394,0.2779387,0.1231114,1.262475,0.2952003,0.1583095,1.198159,0.2247693,0.1597065,1.218529,0.2479819,0.1578131,1.230098,0.2682241,0.1539713,1.236883,0.2842306,0.1304633,1.192623,0.2093461,
218.59550.1143335,1.159684,0.1842884,0.0916972,1.174057,0.2026052,0.07287893,1.186801,0.2203283,0.06123803,1.196299,0.2370107,0.1056788,1.204835,0.2128689,0.09306008,1.227786,0.2441254,0.08441508,1.241371,0.2661926,0.0777321,1.250145,0.2835414,0.1264216,1.206981,0.2181839,0.1128824,1.240193,0.2523419,0.1033823,1.259195,0.2753429,0.0957451,1.272521,0.2931773,0.1424313,1.20451,0.222922,0.1345254,1.235936,0.2556084,0.1288092,1.251204,0.2773674,0.1229658,1.262264,0.2946359,0.1581454,1.198008,0.224154,0.1595665,1.218344,0.2473865,0.1576748,1.229865,0.2676491,0.153819,1.236592,0.2836499,0.1303008,1.192508,0.2087185,
218.60470.1141064,1.15961,0.1834833,0.09145905,1.173956,0.201847,0.07263733,1.186674,0.2196403,0.06100866,1.196145,0.2364019,0.1054678,1.204716,0.212142,0.09283811,1.227642,0.2434414,0.08418225,1.241217,0.2655387,0.07748908,1.249985,0.2829166,0.1262103,1.206843,0.217458,0.1127036,1.240019,0.251712,0.103213,1.258989,0.2747915,0.09557827,1.272288,0.2926818,0.1422188,1.204359,0.222189,0.1343516,1.235772,0.254934,0.1286422,1.251021,0.2767521,0.1227945,1.26205,0.2940683,0.1579311,1.197854,0.2234048,0.1593329,1.218156,0.2466811,0.1573984,1.229646,0.2669743,0.1534907,1.236341,0.2829744,0.1300838,1.192386,0.2079662,
218.61670.1136609,1.159649,0.182954,0.0909987,1.173971,0.2013574,0.07216285,1.186665,0.2192117,0.06052734,1.196121,0.2360185,0.1050113,1.20472,0.2116573,0.09235433,1.227619,0.2430131,0.08367772,1.241186,0.2651513,0.0769669,1.24995,0.2825685,0.1257489,1.206837,0.2169906,0.1122275,1.23998,0.2513383,0.1027177,1.258919,0.2744923,0.09506468,1.272197,0.2924365,0.1417527,1.204348,0.2217295,0.1338897,1.235766,0.2545252,0.12817,1.251011,0.2763939,0.1223047,1.262033,0.2937505,0.1574634,1.197841,0.2229445,0.1588415,1.218126,0.2462526,0.1568747,1.229603,0.2665747,0.1529317,1.236284,0.2825872,0.1296256,1.192392,0.2074842,
218.62690.1133612,1.159639,0.1823642,0.0907061,1.173947,0.2007975,0.07187549,1.186625,0.2186563,0.06023736,1.196077,0.2354529,0.1047119,1.204666,0.2111306,0.0920452,1.227561,0.2425026,0.08335802,1.241127,0.2646456,0.07663701,1.249889,0.2820663,0.125452,1.206786,0.2164474,0.1119293,1.239901,0.2508538,0.1024091,1.258812,0.274042,0.09474884,1.272061,0.2920095,0.1414609,1.204303,0.2211704,0.1335948,1.235722,0.2540052,0.1278681,1.250965,0.2758993,0.1219955,1.261982,0.2932731,0.1571773,1.197807,0.2223642,0.1585418,1.218071,0.2457072,0.1565585,1.22953,0.2660606,0.1526056,1.236195,0.2820946,0.1293293,1.192358,0.2069206,
218.63920.113001,1.159705,0.1820725,0.09033601,1.174008,0.2005023,0.07150038,1.186682,0.2183571,0.05986497,1.196133,0.2351512,0.1043316,1.20472,0.2108475,0.09164142,1.227624,0.2422103,0.08293713,1.2412,0.2643445,0.0762006,1.249973,0.2817582,0.1250697,1.206844,0.216172,0.111527,1.239957,0.2505791,0.1019903,1.258859,0.2737644,0.09431823,1.272099,0.2917297,0.1410784,1.204365,0.2208993,0.1331973,1.235799,0.2537382,0.127461,1.251051,0.2756346,0.1215796,1.262076,0.2930109,0.1567971,1.197874,0.2220935,0.1581457,1.218143,0.2454426,0.1561468,1.229614,0.2657984,0.1521838,1.236295,0.2818352,0.1289538,1.192422,0.2066421,
218.65030.112676,1.159689,0.1817688,0.09000588,1.173994,0.2002003,0.07117208,1.186668,0.2180596,0.0595504,1.196119,0.2348561,0.1039925,1.204701,0.2105414,0.09129027,1.227628,0.2418759,0.08257805,1.241221,0.2639796,0.07583365,1.250009,0.2813671,0.1247286,1.206823,0.2158789,0.1111789,1.239952,0.250257,0.1016324,1.258854,0.2734184,0.09395345,1.272094,0.2913625,0.1407353,1.204343,0.2206136,0.1328548,1.23581,0.2534358,0.1271215,1.251095,0.2753164,0.1212418,1.262157,0.2926823,0.1564541,1.197851,0.2218109,0.1578055,1.218144,0.2451423,0.1558071,1.229664,0.2654797,0.1518506,1.236417,0.2815115,0.1286173,1.192402,0.2063484,
218.66090.112194,1.159714,0.1814609,0.08952552,1.174012,0.1999174,0.07070345,1.18667,0.2178234,0.05909653,1.196104,0.2346508,0.1035027,1.204717,0.2102429,0.09078853,1.22767,0.2415599,0.08206855,1.241301,0.2636435,0.0753139,1.250134,0.2810137,0.1242355,1.206835,0.2155908,0.1106764,1.240014,0.2499154,0.1011124,1.25893,0.2730506,0.09342101,1.272172,0.2909685,0.1402388,1.204353,0.2203328,0.1323282,1.235922,0.2530384,0.1265697,1.251311,0.2748144,0.120668,1.262473,0.2920816,0.155956,1.197859,0.2215346,0.157319,1.218163,0.2448469,0.1553183,1.229691,0.2651728,0.1513551,1.236448,0.2811887,0.1281265,1.192417,0.206058,
218.67250.1117542,1.159763,0.1810839,0.08912034,1.174037,0.1995712,0.07035085,1.186663,0.217511,0.05878478,1.196064,0.2343607,0.1030774,1.204759,0.2098702,0.09037545,1.227765,0.2411627,0.08166324,1.241432,0.2632278,0.07491128,1.250291,0.2805862,0.1238072,1.206857,0.2152334,0.1102515,1.240093,0.249516,0.1006753,1.259035,0.2726279,0.09297865,1.272295,0.2905251,0.1398052,1.204364,0.2199859,0.1318781,1.236041,0.2526033,0.1261073,1.251522,0.2743105,0.1202004,1.262774,0.2915231,0.1555168,1.197859,0.2211954,0.1569037,1.218193,0.2444885,0.1549252,1.229768,0.2648029,0.1509843,1.236577,0.2808157,0.1276939,1.192441,0.2056993,
218.68440.1113517,1.159916,0.1806323,0.08875038,1.174176,0.1991389,0.07001282,1.186782,0.2170945,0.05846529,1.196169,0.2339561,0.1027106,1.204921,0.2094066,0.08999667,1.22802,0.240596,0.0812785,1.24178,0.2625721,0.07452286,1.250727,0.2798688,0.123439,1.206997,0.2147787,0.1099456,1.240264,0.2490325,0.1004001,1.259223,0.2721186,0.09273436,1.272504,0.2899877,0.1394316,1.204489,0.2195388,0.1315095,1.236226,0.2520882,0.1257428,1.251756,0.2737368,0.1198423,1.26306,0.2908918,0.1551358,1.197971,0.2207549,0.1565416,1.218322,0.2440179,0.1545804,1.229924,0.2642865,0.1506601,1.23677,0.2802537,0.1273143,1.192579,0.2052478,
218.69480.1109798,1.160032,0.1803653,0.08839473,1.17429,0.1988681,0.06967442,1.18689,0.2168228,0.05814049,1.196277,0.2336953,0.1023594,1.205044,0.2091278,0.08964695,1.228196,0.2403106,0.08093318,1.241992,0.2622888,0.07418324,1.250962,0.2795883,0.1230854,1.207105,0.214508,0.1095919,1.240448,0.2487451,0.1000347,1.259462,0.2718184,0.09236307,1.272786,0.2896759,0.1390734,1.204588,0.2192754,0.1311217,1.236406,0.251784,0.1253409,1.252001,0.2734044,0.1194319,1.263372,0.2905379,0.1547723,1.19806,0.2204979,0.1562022,1.21845,0.2437562,0.1542658,1.230095,0.2640295,0.1503663,1.236977,0.280008,0.1269546,1.192685,0.2049807,
218.70650.1105708,1.160135,0.1800566,0.08800851,1.174419,0.1985337,0.06931308,1.187042,0.216478,0.05781147,1.196442,0.2333558,0.1020009,1.205162,0.2087902,0.08931947,1.228326,0.2399863,0.08063243,1.242133,0.2619826,0.07389937,1.251115,0.2793005,0.1227319,1.207209,0.2141628,0.109268,1.240625,0.2483591,0.09971656,1.259678,0.2714171,0.0920494,1.273024,0.2892632,0.13872,1.204681,0.2189264,0.1307708,1.236582,0.2513614,0.124993,1.25222,0.2729547,0.1190865,1.263615,0.2900712,0.1544139,1.198141,0.2201465,0.1558877,1.218542,0.2433993,0.153964,1.230183,0.2636888,0.1500611,1.237051,0.27968,0.1265849,1.192782,0.2046425,
218.71780.1102217,1.160354,0.1799122,0.08766241,1.174641,0.1983701,0.06897473,1.187261,0.2163057,0.05748352,1.196659,0.2331873,0.1016573,1.205387,0.2086288,0.08896328,1.228569,0.2398126,0.0802708,1.242406,0.2617986,0.07353109,1.25142,0.2791111,0.1223866,1.207427,0.21401,0.1089169,1.240896,0.2481562,0.09935141,1.259985,0.2711793,0.09167285,1.273361,0.2889967,0.1383711,1.204895,0.218782,0.1304152,1.236845,0.2511612,0.1246377,1.252514,0.2727205,0.1187328,1.263934,0.289808,0.1540615,1.198351,0.2200109,0.1555566,1.218755,0.2432543,0.1536385,1.230394,0.2635441,0.1497318,1.237256,0.2795331,0.126238,1.192998,0.2044958,
218.72830.1098808,1.160648,0.1797871,0.08733267,1.174933,0.1982439,0.06865965,1.187544,0.2161911,0.0571793,1.196935,0.2330892,0.1013424,1.205683,0.2085002,0.08864727,1.228894,0.2396482,0.07995412,1.242771,0.261593,0.07321014,1.251824,0.2788735,0.1220689,1.207702,0.2138904,0.1086034,1.241219,0.2479593,0.09903327,1.260356,0.2709069,0.0913476,1.273777,0.2886656,0.1380475,1.205157,0.2186703,0.1301298,1.237127,0.2510087,0.124383,1.252808,0.2725367,0.1185029,1.264239,0.2895952,0.1537313,1.198598,0.2199064,0.155251,1.219001,0.2431297,0.1533498,1.230649,0.2633958,0.1494542,1.23752,0.2793585,0.1259119,1.193271,0.2043782,
218.74020.1095638,1.160989,0.1797031,0.08702475,1.175271,0.1981658,0.06835999,1.187873,0.2161211,0.05687992,1.197257,0.23302,0.1010447,1.206038,0.2084049,0.08835755,1.229263,0.2395333,0.07966751,1.243151,0.2614713,0.07292072,1.252212,0.2787504,0.1217661,1.208032,0.2138141,0.108311,1.241595,0.2478259,0.09874418,1.260767,0.270741,0.09105954,1.274216,0.2884815,0.137737,1.205471,0.2186079,0.1298382,1.237464,0.2509078,0.1240979,1.25316,0.2724082,0.11822,1.264607,0.2894423,0.1534109,1.198895,0.2198593,0.154956,1.219315,0.2430571,0.1530758,1.230984,0.2633052,0.149196,1.237883,0.2792546,0.1256019,1.193595,0.2043067,
218.75220.1090853,1.161072,0.1795538,0.08654097,1.175354,0.1980163,0.06787429,1.187948,0.2159765,0.05639023,1.197322,0.2328791,0.1005774,1.206118,0.2082691,0.08788143,1.229342,0.2393889,0.07918311,1.243226,0.2613224,0.07242801,1.252283,0.2785973,0.1212931,1.208088,0.2137028,0.1078465,1.241668,0.2476925,0.09828139,1.260846,0.2705939,0.09059916,1.2743,0.2883254,0.1372553,1.205508,0.2185131,0.1293772,1.237497,0.2508045,0.1236454,1.253191,0.2722953,0.1177723,1.264637,0.2893203,0.15292,1.198914,0.219779,0.154477,1.219338,0.2429612,0.1526055,1.231029,0.2631863,0.1487335,1.237964,0.2791155,0.1251245,1.19365,0.2041926,
218.76140.1086141,1.161382,0.1795555,0.08605616,1.175682,0.1979937,0.06737396,1.18829,0.2159321,0.05587116,1.197675,0.2328147,0.100108,1.206456,0.2082326,0.08740394,1.229691,0.2393392,0.0786939,1.243571,0.2612709,0.07193045,1.252616,0.2785434,0.1208186,1.20841,0.2136924,0.1073707,1.242025,0.2476398,0.09779941,1.261214,0.2705217,0.09011362,1.274671,0.2882416,0.1367724,1.205817,0.2185242,0.1289139,1.237821,0.2507911,0.1231852,1.25352,0.2722756,0.1173108,1.264968,0.2892987,0.152429,1.19921,0.219813,0.153977,1.219654,0.2429681,0.1520906,1.23138,0.2631661,0.1482056,1.238353,0.2790741,0.1246485,1.193963,0.204195,
218.77350.1084121,1.161574,0.1796288,0.08586029,1.175878,0.1980646,0.06718053,1.188489,0.2159922,0.05566524,1.197876,0.2328587,0.09995107,1.206681,0.2082644,0.08725935,1.229914,0.2393704,0.07854077,1.243773,0.2613106,0.07177094,1.252799,0.2785861,0.1206634,1.208604,0.2137428,0.1072184,1.242288,0.2476109,0.09763541,1.261507,0.2704434,0.0899412,1.274968,0.2881294,0.1366122,1.20599,0.2185905,0.1287643,1.238015,0.2508186,0.1230265,1.253723,0.272282,0.1171424,1.265172,0.289292,0.1522599,1.199363,0.2198984,0.1538106,1.219823,0.2430311,0.1519177,1.231571,0.263211,0.1480262,1.238558,0.2791017,0.1244803,1.194148,0.2042586,
